Date,Province,Daily_Case,Daily_Death,Daily_Recovered,Active_Case,Cumulative_Case,Cumulative_Recovered,Cumulative_Death,Cumulative_Active_Case
02/11/2020,KALIMANTAN SELATAN,12,0,25,-13,11896,10875,486,535
03/11/2020,KALIMANTAN SELATAN,16,1,53,-38,11912,10928,487,497
04/11/2020,KALIMANTAN SELATAN,22,0,41,-19,11934,10969,487,478
05/11/2020,KALIMANTAN SELATAN,94,1,27,66,12028,10996,488,544
06/11/2020,KALIMANTAN SELATAN,59,2,45,12,12087,11041,490,556
07/11/2020,KALIMANTAN SELATAN,43,2,15,26,12130,11056,492,582
08/11/2020,KALIMANTAN SELATAN,46,2,16,28,12176,11072,494,610
09/11/2020,KALIMANTAN SELATAN,12,1,8,3,12188,11080,495,613
10/11/2020,KALIMANTAN SELATAN,59,0,43,16,12247,11123,495,629
11/11/2020,KALIMANTAN SELATAN,68,2,61,5,12315,11184,497,634
12/11/2020,KALIMANTAN SELATAN,50,2,28,20,12365,11212,499,654
13/11/2020,KALIMANTAN SELATAN,31,1,29,1,12396,11241,500,655
14/11/2020,KALIMANTAN SELATAN,51,1,91,-41,12447,11332,501,614
15/11/2020,KALIMANTAN SELATAN,74,0,35,39,12521,11367,501,653
16/11/2020,KALIMANTAN SELATAN,22,2,46,-26,12543,11413,503,627
17/11/2020,KALIMANTAN SELATAN,14,0,173,-159,12557,11586,503,468
18/11/2020,KALIMANTAN SELATAN,83,1,2,80,12640,11588,504,548
19/11/2020,KALIMANTAN SELATAN,40,3,2,35,12680,11590,507,583
20/11/2020,KALIMANTAN SELATAN,58,3,3,52,12738,11593,510,635
21/11/2020,KALIMANTAN SELATAN,89,1,0,88,12827,11593,511,723
22/11/2020,KALIMANTAN SELATAN,75,3,1,71,12902,11594,514,794
23/11/2020,KALIMANTAN SELATAN,11,0,9,2,12913,11603,514,796
24/11/2020,KALIMANTAN SELATAN,21,2,26,-7,12934,11629,516,789
25/11/2020,KALIMANTAN SELATAN,64,1,29,34,12998,11658,517,823
26/11/2020,KALIMANTAN SELATAN,49,3,16,30,13047,11674,520,853
27/11/2020,KALIMANTAN SELATAN,44,2,39,3,13091,11713,522,856
28/11/2020,KALIMANTAN SELATAN,56,1,18,37,13147,11731,523,893
29/11/2020,KALIMANTAN SELATAN,40,3,14,23,13187,11745,526,916
30/11/2020,KALIMANTAN SELATAN,12,1,32,-21,13199,11777,527,895
01/12/2020,KALIMANTAN SELATAN,82,4,39,39,13281,11816,531,934
02/12/2020,KALIMANTAN SELATAN,33,1,73,-41,13314,11889,532,893
03/12/2020,KALIMANTAN SELATAN,54,2,10,42,13368,11899,534,935
04/12/2020,KALIMANTAN SELATAN,71,2,84,-15,13439,11983,536,920
05/12/2020,KALIMANTAN SELATAN,96,0,13,83,13535,11996,536,1003
06/12/2020,KALIMANTAN SELATAN,70,1,27,42,13605,12023,537,1045
07/12/2020,KALIMANTAN SELATAN,28,1,10,17,13633,12033,538,1062
08/12/2020,KALIMANTAN SELATAN,62,1,31,30,13695,12064,539,1092
09/12/2020,KALIMANTAN SELATAN,83,3,225,-145,13778,12289,542,947
10/12/2020,KALIMANTAN SELATAN,46,2,109,-65,13824,12398,544,882
11/12/2020,KALIMANTAN SELATAN,56,5,51,0,13880,12449,549,882
12/12/2020,KALIMANTAN SELATAN,91,2,117,-28,13971,12566,551,854
13/12/2020,KALIMANTAN SELATAN,104,1,55,48,14075,12621,552,902
14/12/2020,KALIMANTAN SELATAN,48,1,60,-13,14123,12681,553,889
15/12/2020,KALIMANTAN SELATAN,48,2,68,-22,14171,12749,555,867
16/12/2020,KALIMANTAN SELATAN,72,0,66,6,14243,12815,555,873
17/12/2020,KALIMANTAN SELATAN,95,0,94,1,14338,12909,555,874
18/12/2020,KALIMANTAN SELATAN,82,1,123,-42,14420,13032,556,832
19/12/2020,KALIMANTAN SELATAN,78,5,102,-29,14498,13134,561,803
20/12/2020,KALIMANTAN SELATAN,88,2,41,45,14586,13175,563,848
21/12/2020,KALIMANTAN SELATAN,43,3,25,15,14629,13200,566,863
22/12/2020,KALIMANTAN SELATAN,66,2,32,32,14695,13232,568,895
23/12/2020,KALIMANTAN SELATAN,90,2,39,49,14785,13271,570,944
24/12/2020,KALIMANTAN SELATAN,95,3,33,59,14880,13304,573,1003
25/12/2020,KALIMANTAN SELATAN,93,0,75,18,14973,13379,573,1021
26/12/2020,KALIMANTAN SELATAN,63,0,93,-30,15036,13472,573,991
27/12/2020,KALIMANTAN SELATAN,45,2,35,8,15081,13507,575,999
28/12/2020,KALIMANTAN SELATAN,21,0,40,-19,15102,13547,575,980
29/12/2020,KALIMANTAN SELATAN,61,3,99,-41,15163,13646,578,939
30/12/2020,KALIMANTAN SELATAN,74,2,72,0,15237,13718,580,939
31/12/2020,KALIMANTAN SELATAN,66,4,82,-20,15303,13800,584,919
01/01/2021,KALIMANTAN SELATAN,99,0,61,38,15402,13861,584,957
02/01/2021,KALIMANTAN SELATAN,17,2,45,-30,15419,13906,586,927
03/01/2021,KALIMANTAN SELATAN,71,1,80,-10,15490,13986,587,917
04/01/2021,KALIMANTAN SELATAN,20,2,69,-51,15510,14055,589,866
05/01/2021,KALIMANTAN SELATAN,81,1,59,21,15591,14114,590,887
06/01/2021,KALIMANTAN SELATAN,88,2,59,27,15679,14173,592,914
07/01/2021,KALIMANTAN SELATAN,93,0,47,46,15772,14220,592,960
08/01/2021,KALIMANTAN SELATAN,89,1,46,42,15861,14266,593,1002
09/01/2021,KALIMANTAN SELATAN,98,1,61,36,15959,14327,594,1038
10/01/2021,KALIMANTAN SELATAN,120,3,45,72,16079,14372,597,1110
11/01/2021,KALIMANTAN SELATAN,114,2,59,53,16193,14431,599,1163
12/01/2021,KALIMANTAN SELATAN,34,1,91,-58,16227,14522,600,1105
13/01/2021,KALIMANTAN SELATAN,69,2,37,30,16296,14559,602,1135
14/01/2021,KALIMANTAN SELATAN,101,2,75,24,16397,14634,604,1159
15/01/2021,KALIMANTAN SELATAN,107,1,77,29,16504,14711,605,1188
16/01/2021,KALIMANTAN SELATAN,108,3,76,29,16612,14787,608,1217
17/01/2021,KALIMANTAN SELATAN,112,2,62,48,16724,14849,610,1265
18/01/2021,KALIMANTAN SELATAN,13,3,82,-72,16737,14931,613,1193
19/01/2021,KALIMANTAN SELATAN,68,2,42,24,16805,14973,615,1217
20/01/2021,KALIMANTAN SELATAN,32,1,44,-13,16837,15017,616,1204
21/01/2021,KALIMANTAN SELATAN,106,2,77,27,16943,15094,618,1231
22/01/2021,KALIMANTAN SELATAN,107,3,93,11,17050,15187,621,1242
23/01/2021,KALIMANTAN SELATAN,137,2,105,30,17187,15292,623,1272
24/01/2021,KALIMANTAN SELATAN,120,2,87,31,17307,15379,625,1303
25/01/2021,KALIMANTAN SELATAN,133,2,138,-7,17440,15517,627,1296
26/01/2021,KALIMANTAN SELATAN,97,5,75,17,17537,15592,632,1313
27/01/2021,KALIMANTAN SELATAN,62,3,101,-42,17599,15693,635,1271
28/01/2021,KALIMANTAN SELATAN,103,1,49,53,17702,15742,636,1324
29/01/2021,KALIMANTAN SELATAN,120,3,100,17,17822,15842,639,1341
30/01/2021,KALIMANTAN SELATAN,130,2,42,86,17952,15884,641,1427
31/01/2021,KALIMANTAN SELATAN,124,3,88,33,18076,15972,644,1460
01/02/2021,KALIMANTAN SELATAN,74,3,58,13,18150,16030,647,1473
02/02/2021,KALIMANTAN SELATAN,87,2,64,21,18237,16094,649,1494
03/02/2021,KALIMANTAN SELATAN,104,2,45,57,18341,16139,651,1551
04/02/2021,KALIMANTAN SELATAN,111,5,138,-32,18452,16277,656,1519
05/02/2021,KALIMANTAN SELATAN,128,2,64,62,18580,16341,658,1581
06/02/2021,KALIMANTAN SELATAN,140,4,154,-18,18720,16495,662,1563
07/02/2021,KALIMANTAN SELATAN,117,3,56,58,18837,16551,665,1621
08/02/2021,KALIMANTAN SELATAN,80,2,34,44,18917,16585,667,1665
09/02/2021,KALIMANTAN SELATAN,115,3,181,-69,19032,16766,670,1596
10/02/2021,KALIMANTAN SELATAN,145,2,190,-47,19177,16956,672,1549
11/02/2021,KALIMANTAN SELATAN,139,2,108,29,19316,17064,674,1578
12/02/2021,KALIMANTAN SELATAN,136,3,65,68,19452,17129,677,1646
13/02/2021,KALIMANTAN SELATAN,144,0,120,24,19596,17249,677,1670
14/02/2021,KALIMANTAN SELATAN,97,5,92,0,19693,17341,682,1670
15/02/2021,KALIMANTAN SELATAN,146,0,21,125,19839,17362,682,1795
16/02/2021,KALIMANTAN SELATAN,139,0,52,87,19978,17414,682,1882
17/02/2021,KALIMANTAN SELATAN,151,1,8,142,20129,17422,683,2024
18/02/2021,KALIMANTAN SELATAN,120,0,109,11,20249,17531,683,2035
19/02/2021,KALIMANTAN SELATAN,180,12,211,-43,20429,17742,695,1992
20/02/2021,KALIMANTAN SELATAN,183,0,382,-199,20612,18124,695,1793
21/02/2021,KALIMANTAN SELATAN,162,2,153,7,20774,18277,697,1800
22/02/2021,KALIMANTAN SELATAN,107,7,194,-94,20881,18471,704,1706
23/02/2021,KALIMANTAN SELATAN,101,1,117,-17,20982,18588,705,1689
24/02/2021,KALIMANTAN SELATAN,133,3,129,1,21115,18717,708,1690
25/02/2021,KALIMANTAN SELATAN,179,5,93,81,21294,18810,713,1771
26/02/2021,KALIMANTAN SELATAN,186,3,294,-111,21480,19104,716,1660
27/02/2021,KALIMANTAN SELATAN,187,1,128,58,21667,19232,717,1718
28/02/2021,KALIMANTAN SELATAN,170,3,43,124,21837,19275,720,1842
01/03/2021,KALIMANTAN SELATAN,206,1,91,114,22043,19366,721,1956
02/03/2021,KALIMANTAN SELATAN,187,6,102,79,22230,19468,727,2035
03/03/2021,KALIMANTAN SELATAN,179,2,121,56,22409,19589,729,2091
04/03/2021,KALIMANTAN SELATAN,167,5,129,33,22576,19718,734,2124
05/03/2021,KALIMANTAN SELATAN,197,3,242,-48,22773,19960,737,2076
06/03/2021,KALIMANTAN SELATAN,171,6,83,82,22944,20043,743,2158
07/03/2021,KALIMANTAN SELATAN,196,2,136,58,23140,20179,745,2216
08/03/2021,KALIMANTAN SELATAN,160,2,265,-107,23300,20444,747,2109
09/03/2021,KALIMANTAN SELATAN,126,4,131,-9,23426,20575,751,2100
10/03/2021,KALIMANTAN SELATAN,112,4,114,-6,23538,20689,755,2094
11/03/2021,KALIMANTAN SELATAN,196,2,125,69,23734,20814,757,2163
12/03/2021,KALIMANTAN SELATAN,199,3,72,124,23933,20886,760,2287
13/03/2021,KALIMANTAN SELATAN,197,3,146,48,24130,21032,763,2335
14/03/2021,KALIMANTAN SELATAN,204,5,279,-80,24334,21311,768,2255
15/03/2021,KALIMANTAN SELATAN,175,4,142,29,24509,21453,772,2284
16/03/2021,KALIMANTAN SELATAN,191,2,266,-77,24700,21719,774,2207
17/03/2021,KALIMANTAN SELATAN,158,5,130,23,24858,21849,779,2230
18/03/2021,KALIMANTAN SELATAN,118,4,134,-20,24976,21983,783,2210
19/03/2021,KALIMANTAN SELATAN,197,4,157,36,25173,22140,787,2246
20/03/2021,KALIMANTAN SELATAN,215,4,188,23,25388,22328,791,2269
21/03/2021,KALIMANTAN SELATAN,228,0,116,112,25616,22444,791,2381
22/03/2021,KALIMANTAN SELATAN,207,4,91,112,25823,22535,795,2493
23/03/2021,KALIMANTAN SELATAN,140,4,117,19,25963,22652,799,2512
24/03/2021,KALIMANTAN SELATAN,190,5,363,-178,26153,23015,804,2334
25/03/2021,KALIMANTAN SELATAN,236,3,110,123,26389,23125,807,2457
26/03/2021,KALIMANTAN SELATAN,215,3,159,53,26604,23284,810,2510
27/03/2021,KALIMANTAN SELATAN,267,4,164,99,26871,23448,814,2609
28/03/2021,KALIMANTAN SELATAN,248,6,196,46,27119,23644,820,2655
29/03/2021,KALIMANTAN SELATAN,275,6,217,52,27394,23861,826,2707
30/03/2021,KALIMANTAN SELATAN,221,3,82,136,27615,23943,829,2843
31/03/2021,KALIMANTAN SELATAN,267,4,83,180,27882,24026,833,3023
01/04/2021,KALIMANTAN SELATAN,262,4,258,0,28144,24284,837,3023
02/04/2021,KALIMANTAN SELATAN,283,5,141,137,28427,24425,842,3160
03/04/2021,KALIMANTAN SELATAN,154,5,220,-71,28581,24645,847,3089
04/04/2021,KALIMANTAN SELATAN,290,0,258,32,28871,24903,847,3121
05/04/2021,KALIMANTAN SELATAN,153,2,213,-62,29024,25116,849,3059
06/04/2021,KALIMANTAN SELATAN,153,5,222,-74,29177,25338,854,2985
07/04/2021,KALIMANTAN SELATAN,140,3,122,15,29317,25460,857,3000
08/04/2021,KALIMANTAN SELATAN,301,7,498,-204,29618,25958,864,2796
09/04/2021,KALIMANTAN SELATAN,281,5,174,102,29899,26132,869,2898
10/04/2021,KALIMANTAN SELATAN,257,4,225,28,30156,26357,873,2926
11/04/2021,KALIMANTAN SELATAN,241,0,290,-49,30397,26647,873,2877
12/04/2021,KALIMANTAN SELATAN,82,4,184,-106,30479,26831,877,2771
13/04/2021,KALIMANTAN SELATAN,142,5,124,13,30621,26955,882,2784
14/04/2021,KALIMANTAN SELATAN,256,1,154,101,30877,27109,883,2885
15/04/2021,KALIMANTAN SELATAN,221,6,237,-22,31098,27346,889,2863
16/04/2021,KALIMANTAN SELATAN,153,6,215,-68,31251,27561,895,2795
17/04/2021,KALIMANTAN SELATAN,156,2,287,-133,31407,27848,897,2662
18/04/2021,KALIMANTAN SELATAN,186,3,142,41,31593,27990,900,2703
19/04/2021,KALIMANTAN SELATAN,31,2,112,-83,31624,28102,902,2620
20/04/2021,KALIMANTAN SELATAN,147,4,142,1,31771,28244,906,2621
21/04/2021,KALIMANTAN SELATAN,95,5,279,-189,31866,28523,911,2432
22/04/2021,KALIMANTAN SELATAN,206,5,210,-9,32072,28733,916,2423
23/04/2021,KALIMANTAN SELATAN,197,4,327,-134,32269,29060,920,2289
24/04/2021,KALIMANTAN SELATAN,173,5,54,114,32442,29114,925,2403
25/04/2021,KALIMANTAN SELATAN,56,2,62,-8,32498,29176,927,2395
26/04/2021,KALIMANTAN SELATAN,16,3,212,-199,32514,29388,930,2196
27/04/2021,KALIMANTAN SELATAN,98,7,130,-39,32612,29518,937,2157
28/04/2021,KALIMANTAN SELATAN,74,1,97,-24,32686,29615,938,2133
29/04/2021,KALIMANTAN SELATAN,65,3,59,3,32751,29674,941,2136
30/04/2021,KALIMANTAN SELATAN,207,0,166,41,32958,29840,941,2177
01/05/2021,KALIMANTAN SELATAN,88,4,99,-15,33046,29939,945,2162
02/05/2021,KALIMANTAN SELATAN,12,4,62,-54,33058,30001,949,2108
03/05/2021,KALIMANTAN SELATAN,34,1,45,-12,33092,30046,950,2096
04/05/2021,KALIMANTAN SELATAN,56,5,224,-173,33148,30270,955,1923
05/05/2021,KALIMANTAN SELATAN,108,3,211,-106,33256,30481,958,1817
06/05/2021,KALIMANTAN SELATAN,64,2,140,-78,33320,30621,960,1739
07/05/2021,KALIMANTAN SELATAN,144,1,223,-80,33464,30844,961,1659
08/05/2021,KALIMANTAN SELATAN,108,3,92,13,33572,30936,964,1672
09/05/2021,KALIMANTAN SELATAN,64,2,130,-68,33636,31066,966,1604
10/05/2021,KALIMANTAN SELATAN,22,3,63,-44,33658,31129,969,1560
11/05/2021,KALIMANTAN SELATAN,46,2,114,-70,33704,31243,971,1490
12/05/2021,KALIMANTAN SELATAN,85,1,458,-374,33789,31701,972,1116
13/05/2021,KALIMANTAN SELATAN,27,3,100,-76,33816,31801,975,1040
14/05/2021,KALIMANTAN SELATAN,19,1,39,-21,33835,31840,976,1019
26/03/2020,SUMATERA BARAT,3,0,0,3,3,0,0,3
27/03/2020,SUMATERA BARAT,2,0,0,2,5,0,0,5
28/03/2020,SUMATERA BARAT,0,0,0,0,5,0,0,5
29/03/2020,SUMATERA BARAT,0,0,0,0,5,0,0,5
30/03/2020,SUMATERA BARAT,3,0,0,3,8,0,0,8
31/03/2020,SUMATERA BARAT,0,0,0,0,8,0,0,8
01/04/2020,SUMATERA BARAT,0,0,0,0,8,0,0,8
02/04/2020,SUMATERA BARAT,0,0,0,0,8,0,0,8
03/04/2020,SUMATERA BARAT,0,0,0,0,8,0,0,8
04/04/2020,SUMATERA BARAT,0,0,0,0,8,0,0,8
05/04/2020,SUMATERA BARAT,0,0,0,0,8,0,0,8
06/04/2020,SUMATERA BARAT,10,0,0,10,18,0,0,18
07/04/2020,SUMATERA BARAT,0,0,0,0,18,0,0,18
08/04/2020,SUMATERA BARAT,0,0,0,0,18,0,0,18
09/04/2020,SUMATERA BARAT,0,0,0,0,18,0,0,18
10/04/2020,SUMATERA BARAT,13,3,5,5,31,5,3,23
11/04/2020,SUMATERA BARAT,0,0,0,0,31,5,3,23
12/04/2020,SUMATERA BARAT,13,0,1,12,44,6,3,35
13/04/2020,SUMATERA BARAT,1,0,0,1,45,6,3,36
14/04/2020,SUMATERA BARAT,3,1,0,2,48,6,4,38
15/04/2020,SUMATERA BARAT,7,0,1,6,55,7,4,44
16/04/2020,SUMATERA BARAT,0,0,0,0,55,7,4,44
17/04/2020,SUMATERA BARAT,7,2,3,2,62,10,6,46
18/04/2020,SUMATERA BARAT,9,1,2,6,71,12,7,52
19/04/2020,SUMATERA BARAT,1,0,0,1,72,12,7,53
20/04/2020,SUMATERA BARAT,2,0,1,1,74,13,7,54
21/04/2020,SUMATERA BARAT,2,1,0,1,76,13,8,55
22/04/2020,SUMATERA BARAT,5,1,0,4,81,13,9,59
23/04/2020,SUMATERA BARAT,5,0,3,2,86,16,9,61
24/04/2020,SUMATERA BARAT,10,1,1,8,96,17,10,69
25/04/2020,SUMATERA BARAT,1,1,4,-4,97,21,11,65
26/04/2020,SUMATERA BARAT,5,0,0,5,102,21,11,70
27/04/2020,SUMATERA BARAT,19,3,4,12,121,25,14,82
28/04/2020,SUMATERA BARAT,23,0,0,23,144,25,14,105
29/04/2020,SUMATERA BARAT,1,1,0,0,145,25,15,105
30/04/2020,SUMATERA BARAT,3,0,1,2,148,26,15,107
01/05/2020,SUMATERA BARAT,24,0,5,19,172,31,15,126
02/05/2020,SUMATERA BARAT,10,1,0,9,182,31,16,135
03/05/2020,SUMATERA BARAT,13,0,5,8,195,36,16,143
04/05/2020,SUMATERA BARAT,8,0,2,6,203,38,16,149
05/05/2020,SUMATERA BARAT,18,0,1,17,221,39,16,166
06/05/2020,SUMATERA BARAT,17,1,0,16,238,39,17,182
07/05/2020,SUMATERA BARAT,14,1,3,10,252,42,18,192
08/05/2020,SUMATERA BARAT,18,0,7,11,270,49,18,203
09/05/2020,SUMATERA BARAT,16,0,7,9,286,56,18,212
10/05/2020,SUMATERA BARAT,13,0,2,11,299,58,18,223
11/05/2020,SUMATERA BARAT,0,0,11,-11,299,69,18,212
12/05/2020,SUMATERA BARAT,20,1,3,16,319,72,19,228
13/05/2020,SUMATERA BARAT,20,1,13,6,339,85,20,234
14/05/2020,SUMATERA BARAT,32,2,3,27,371,88,22,261
15/05/2020,SUMATERA BARAT,22,0,3,19,393,91,22,280
16/05/2020,SUMATERA BARAT,3,1,3,-1,396,94,23,279
17/05/2020,SUMATERA BARAT,12,0,3,9,408,97,23,288
18/05/2020,SUMATERA BARAT,1,0,12,-11,409,109,23,277
19/05/2020,SUMATERA BARAT,11,0,10,1,420,119,23,278
20/05/2020,SUMATERA BARAT,8,1,28,-21,428,147,24,257
21/05/2020,SUMATERA BARAT,8,0,7,1,436,154,24,258
22/05/2020,SUMATERA BARAT,2,0,5,-3,438,159,24,255
23/05/2020,SUMATERA BARAT,5,1,20,-16,443,179,25,239
24/05/2020,SUMATERA BARAT,35,0,5,30,478,184,25,269
25/05/2020,SUMATERA BARAT,0,0,5,-5,478,189,25,264
26/05/2020,SUMATERA BARAT,32,0,22,10,510,211,25,274
27/05/2020,SUMATERA BARAT,27,1,28,-2,537,239,26,272
28/05/2020,SUMATERA BARAT,4,0,8,-4,541,247,26,268
29/05/2020,SUMATERA BARAT,0,0,6,-6,541,253,26,262
30/05/2020,SUMATERA BARAT,11,0,6,5,552,259,26,267
31/05/2020,SUMATERA BARAT,15,0,9,6,567,268,26,273
01/06/2020,SUMATERA BARAT,0,0,2,-2,567,270,26,271
02/06/2020,SUMATERA BARAT,7,0,5,2,574,275,26,273
03/06/2020,SUMATERA BARAT,9,0,5,4,583,280,26,277
04/06/2020,SUMATERA BARAT,11,0,35,-24,594,315,26,253
05/06/2020,SUMATERA BARAT,13,1,21,-9,607,336,27,244
06/06/2020,SUMATERA BARAT,11,0,3,8,618,339,27,252
07/06/2020,SUMATERA BARAT,8,0,4,4,626,343,27,256
08/06/2020,SUMATERA BARAT,0,0,11,-11,626,354,27,245
09/06/2020,SUMATERA BARAT,19,2,10,7,645,364,29,252
10/06/2020,SUMATERA BARAT,14,0,28,-14,659,392,29,238
11/06/2020,SUMATERA BARAT,2,0,3,-1,661,395,29,237
12/06/2020,SUMATERA BARAT,10,0,15,-5,671,410,29,232
13/06/2020,SUMATERA BARAT,3,0,4,-1,674,414,29,231
14/06/2020,SUMATERA BARAT,7,1,12,-6,681,426,30,225
15/06/2020,SUMATERA BARAT,0,0,0,0,681,426,30,225
16/06/2020,SUMATERA BARAT,6,0,36,-30,687,462,30,195
17/06/2020,SUMATERA BARAT,4,0,6,-2,691,468,30,193
18/06/2020,SUMATERA BARAT,5,0,17,-12,696,485,30,181
19/06/2020,SUMATERA BARAT,4,0,11,-7,700,496,30,174
20/06/2020,SUMATERA BARAT,3,0,4,-1,703,500,30,173
21/06/2020,SUMATERA BARAT,4,0,6,-2,707,506,30,171
22/06/2020,SUMATERA BARAT,0,0,2,-2,707,508,30,169
23/06/2020,SUMATERA BARAT,5,0,19,-14,712,527,30,155
24/06/2020,SUMATERA BARAT,3,0,15,-12,715,542,30,143
25/06/2020,SUMATERA BARAT,2,0,22,-20,717,564,30,123
26/06/2020,SUMATERA BARAT,3,1,10,-8,720,574,31,115
27/06/2020,SUMATERA BARAT,2,0,10,-8,722,584,31,107
28/06/2020,SUMATERA BARAT,3,0,6,-3,725,590,31,104
29/06/2020,SUMATERA BARAT,0,0,1,-1,725,591,31,103
30/06/2020,SUMATERA BARAT,1,0,12,-11,726,603,31,92
01/07/2020,SUMATERA BARAT,16,0,7,9,742,610,31,101
02/07/2020,SUMATERA BARAT,8,0,11,-3,750,621,31,98
03/07/2020,SUMATERA BARAT,10,0,4,6,760,625,31,104
04/07/2020,SUMATERA BARAT,2,0,2,0,762,627,31,104
05/07/2020,SUMATERA BARAT,13,0,1,12,775,628,31,116
06/07/2020,SUMATERA BARAT,0,0,2,-2,775,630,31,114
07/07/2020,SUMATERA BARAT,5,0,10,-5,780,640,31,109
08/07/2020,SUMATERA BARAT,0,1,10,-11,780,650,32,98
09/07/2020,SUMATERA BARAT,5,0,8,-3,785,658,32,95
10/07/2020,SUMATERA BARAT,6,0,6,0,791,664,32,95
11/07/2020,SUMATERA BARAT,3,0,5,-2,794,669,32,93
12/07/2020,SUMATERA BARAT,6,0,5,1,800,674,32,94
13/07/2020,SUMATERA BARAT,0,0,0,0,800,674,32,94
14/07/2020,SUMATERA BARAT,3,0,11,-8,803,685,32,86
15/07/2020,SUMATERA BARAT,2,0,5,-3,805,690,32,83
16/07/2020,SUMATERA BARAT,1,0,3,-2,806,693,32,81
17/07/2020,SUMATERA BARAT,7,0,2,5,813,695,32,86
18/07/2020,SUMATERA BARAT,4,0,5,-1,817,700,32,85
19/07/2020,SUMATERA BARAT,9,1,4,4,826,704,33,89
20/07/2020,SUMATERA BARAT,2,0,0,2,828,704,33,91
21/07/2020,SUMATERA BARAT,8,0,7,1,836,711,33,92
22/07/2020,SUMATERA BARAT,10,0,1,9,846,712,33,101
23/07/2020,SUMATERA BARAT,3,0,3,0,849,715,33,101
24/07/2020,SUMATERA BARAT,3,0,6,-3,852,721,33,98
25/07/2020,SUMATERA BARAT,12,0,13,-1,864,734,33,97
26/07/2020,SUMATERA BARAT,5,0,6,-1,869,740,33,96
27/07/2020,SUMATERA BARAT,0,0,3,-3,869,743,33,93
28/07/2020,SUMATERA BARAT,5,0,4,1,874,747,33,94
29/07/2020,SUMATERA BARAT,17,0,7,10,891,754,33,104
30/07/2020,SUMATERA BARAT,16,0,8,8,907,762,33,112
31/07/2020,SUMATERA BARAT,41,1,2,38,948,764,34,150
01/08/2020,SUMATERA BARAT,0,0,0,0,948,764,34,150
02/08/2020,SUMATERA BARAT,9,0,8,1,957,772,34,151
03/08/2020,SUMATERA BARAT,17,0,2,15,974,774,34,166
04/08/2020,SUMATERA BARAT,13,0,3,10,987,777,34,176
05/08/2020,SUMATERA BARAT,19,0,3,16,1006,780,34,192
06/08/2020,SUMATERA BARAT,32,0,12,20,1038,792,34,212
07/08/2020,SUMATERA BARAT,41,0,10,31,1079,802,34,243
08/08/2020,SUMATERA BARAT,23,0,5,18,1102,807,34,261
09/08/2020,SUMATERA BARAT,38,0,3,35,1140,810,34,296
10/08/2020,SUMATERA BARAT,36,0,9,27,1176,819,34,323
11/08/2020,SUMATERA BARAT,13,0,9,4,1189,828,34,327
12/08/2020,SUMATERA BARAT,27,2,11,14,1216,839,36,341
13/08/2020,SUMATERA BARAT,42,1,20,21,1258,859,37,362
14/08/2020,SUMATERA BARAT,42,1,15,26,1300,874,38,388
15/08/2020,SUMATERA BARAT,37,0,19,18,1337,893,38,406
16/08/2020,SUMATERA BARAT,13,2,8,3,1350,901,40,409
17/08/2020,SUMATERA BARAT,26,1,18,7,1376,919,41,416
18/08/2020,SUMATERA BARAT,37,2,4,31,1413,923,43,447
19/08/2020,SUMATERA BARAT,26,2,20,4,1439,943,45,451
20/08/2020,SUMATERA BARAT,44,0,19,25,1483,962,45,476
21/08/2020,SUMATERA BARAT,45,0,42,3,1528,1004,45,479
22/08/2020,SUMATERA BARAT,37,3,7,27,1565,1011,48,506
23/08/2020,SUMATERA BARAT,68,1,37,30,1633,1048,49,536
24/08/2020,SUMATERA BARAT,26,0,12,14,1659,1060,49,550
25/08/2020,SUMATERA BARAT,77,1,20,56,1736,1080,50,606
26/08/2020,SUMATERA BARAT,87,1,8,78,1823,1088,51,684
27/08/2020,SUMATERA BARAT,41,2,55,-16,1864,1143,53,668
28/08/2020,SUMATERA BARAT,26,2,11,13,1890,1154,55,681
29/08/2020,SUMATERA BARAT,88,0,8,80,1978,1162,55,761
30/08/2020,SUMATERA BARAT,90,1,39,50,2068,1201,56,811
31/08/2020,SUMATERA BARAT,89,0,27,62,2157,1228,56,873
01/09/2020,SUMATERA BARAT,83,0,19,64,2240,1247,56,937
02/09/2020,SUMATERA BARAT,88,0,66,22,2328,1313,56,959
03/09/2020,SUMATERA BARAT,44,0,21,23,2372,1334,56,982
04/09/2020,SUMATERA BARAT,65,3,70,-8,2437,1404,59,974
05/09/2020,SUMATERA BARAT,70,0,30,40,2507,1434,59,1014
06/09/2020,SUMATERA BARAT,244,1,23,220,2751,1457,60,1234
07/09/2020,SUMATERA BARAT,44,1,57,-14,2795,1514,61,1220
08/09/2020,SUMATERA BARAT,115,0,53,62,2910,1567,61,1282
09/09/2020,SUMATERA BARAT,110,2,65,43,3020,1632,63,1325
10/09/2020,SUMATERA BARAT,104,0,61,43,3124,1693,63,1368
11/09/2020,SUMATERA BARAT,37,0,50,-13,3161,1743,63,1355
12/09/2020,SUMATERA BARAT,103,4,5,94,3264,1748,67,1449
13/09/2020,SUMATERA BARAT,123,3,23,97,3387,1771,70,1546
14/09/2020,SUMATERA BARAT,118,4,41,73,3505,1812,74,1619
15/09/2020,SUMATERA BARAT,128,5,86,37,3633,1898,79,1656
16/09/2020,SUMATERA BARAT,116,5,59,52,3749,1957,84,1708
17/09/2020,SUMATERA BARAT,119,2,36,81,3868,1993,86,1789
