Date,Province,Daily_Case,Daily_Death,Daily_Recovered,Active_Case,Cumulative_Case,Cumulative_Recovered,Cumulative_Death,Cumulative_Active_Case
23/09/2020,KALIMANTAN TIMUR,196,4,224,-32,7263,4904,282,2077
24/09/2020,KALIMANTAN TIMUR,195,5,123,67,7458,5027,287,2144
25/09/2020,KALIMANTAN TIMUR,392,8,55,329,7850,5082,295,2473
26/09/2020,KALIMANTAN TIMUR,219,2,98,119,8069,5180,297,2592
27/09/2020,KALIMANTAN TIMUR,140,3,144,-7,8209,5324,300,2585
28/09/2020,KALIMANTAN TIMUR,114,2,149,-37,8323,5473,302,2548
29/09/2020,KALIMANTAN TIMUR,114,12,50,52,8437,5523,314,2600
30/09/2020,KALIMANTAN TIMUR,213,19,253,-59,8650,5776,333,2541
01/10/2020,KALIMANTAN TIMUR,131,20,108,3,8781,5884,353,2544
02/10/2020,KALIMANTAN TIMUR,319,10,84,225,9100,5968,363,2769
03/10/2020,KALIMANTAN TIMUR,117,2,150,-35,9217,6118,365,2734
04/10/2020,KALIMANTAN TIMUR,228,3,232,-7,9445,6350,368,2727
05/10/2020,KALIMANTAN TIMUR,117,9,198,-90,9562,6548,377,2637
06/10/2020,KALIMANTAN TIMUR,200,3,150,47,9762,6698,380,2684
07/10/2020,KALIMANTAN TIMUR,202,4,109,89,9964,6807,384,2773
08/10/2020,KALIMANTAN TIMUR,238,12,236,-10,10202,7043,396,2763
09/10/2020,KALIMANTAN TIMUR,135,10,182,-57,10337,7225,406,2706
10/10/2020,KALIMANTAN TIMUR,131,6,134,-9,10468,7359,412,2697
11/10/2020,KALIMANTAN TIMUR,194,5,210,-21,10662,7569,417,2676
12/10/2020,KALIMANTAN TIMUR,66,2,61,3,10728,7630,419,2679
13/10/2020,KALIMANTAN TIMUR,108,3,32,73,10836,7662,422,2752
14/10/2020,KALIMANTAN TIMUR,210,5,273,-68,11046,7935,427,2684
15/10/2020,KALIMANTAN TIMUR,164,7,136,21,11210,8071,434,2705
16/10/2020,KALIMANTAN TIMUR,94,3,209,-118,11304,8280,437,2587
17/10/2020,KALIMANTAN TIMUR,197,1,272,-76,11501,8552,438,2511
18/10/2020,KALIMANTAN TIMUR,382,2,209,171,11883,8761,440,2682
19/10/2020,KALIMANTAN TIMUR,85,3,73,9,11968,8834,443,2691
20/10/2020,KALIMANTAN TIMUR,68,0,145,-77,12036,8979,443,2614
21/10/2020,KALIMANTAN TIMUR,183,6,121,56,12219,9100,449,2670
22/10/2020,KALIMANTAN TIMUR,259,8,185,66,12478,9285,457,2736
23/10/2020,KALIMANTAN TIMUR,223,2,236,-15,12701,9521,459,2721
24/10/2020,KALIMANTAN TIMUR,242,2,172,68,12943,9693,461,2789
25/10/2020,KALIMANTAN TIMUR,175,3,153,19,13118,9846,464,2808
26/10/2020,KALIMANTAN TIMUR,106,2,128,-24,13224,9974,466,2784
27/10/2020,KALIMANTAN TIMUR,123,4,214,-95,13347,10188,470,2689
28/10/2020,KALIMANTAN TIMUR,214,1,92,121,13561,10280,471,2810
29/10/2020,KALIMANTAN TIMUR,208,6,274,-72,13769,10554,477,2738
30/10/2020,KALIMANTAN TIMUR,205,1,254,-50,13974,10808,478,2688
31/10/2020,KALIMANTAN TIMUR,116,10,269,-163,14090,11077,488,2525
01/11/2020,KALIMANTAN TIMUR,168,5,185,-22,14258,11262,493,2503
02/11/2020,KALIMANTAN TIMUR,86,2,251,-167,14344,11513,495,2336
03/11/2020,KALIMANTAN TIMUR,152,4,277,-129,14496,11790,499,2207
04/11/2020,KALIMANTAN TIMUR,146,1,125,20,14642,11915,500,2227
05/11/2020,KALIMANTAN TIMUR,307,1,241,65,14949,12156,501,2292
06/11/2020,KALIMANTAN TIMUR,190,1,125,64,15139,12281,502,2356
07/11/2020,KALIMANTAN TIMUR,265,3,302,-40,15404,12583,505,2316
08/11/2020,KALIMANTAN TIMUR,201,6,213,-18,15605,12796,511,2298
09/11/2020,KALIMANTAN TIMUR,75,4,313,-242,15680,13109,515,2056
10/11/2020,KALIMANTAN TIMUR,123,4,144,-25,15803,13253,519,2031
11/11/2020,KALIMANTAN TIMUR,345,3,124,218,16148,13377,522,2249
12/11/2020,KALIMANTAN TIMUR,234,5,246,-17,16382,13623,527,2232
13/11/2020,KALIMANTAN TIMUR,277,3,333,-59,16659,13956,530,2173
14/11/2020,KALIMANTAN TIMUR,147,7,147,-7,16806,14103,537,2166
15/11/2020,KALIMANTAN TIMUR,206,4,298,-96,17012,14401,541,2070
16/11/2020,KALIMANTAN TIMUR,158,2,214,-58,17170,14615,543,2012
17/11/2020,KALIMANTAN TIMUR,171,0,218,-47,17341,14833,543,1965
18/11/2020,KALIMANTAN TIMUR,254,2,85,167,17595,14918,545,2132
19/11/2020,KALIMANTAN TIMUR,132,3,26,103,17727,14944,548,2235
20/11/2020,KALIMANTAN TIMUR,165,5,42,118,17892,14986,553,2353
21/11/2020,KALIMANTAN TIMUR,251,3,184,64,18143,15170,556,2417
22/11/2020,KALIMANTAN TIMUR,137,1,189,-53,18280,15359,557,2364
23/11/2020,KALIMANTAN TIMUR,132,2,64,66,18412,15423,559,2430
24/11/2020,KALIMANTAN TIMUR,90,5,130,-45,18502,15553,564,2385
25/11/2020,KALIMANTAN TIMUR,189,1,332,-144,18691,15885,565,2241
26/11/2020,KALIMANTAN TIMUR,221,9,124,88,18912,16009,574,2329
27/11/2020,KALIMANTAN TIMUR,165,7,183,-25,19077,16192,581,2304
28/11/2020,KALIMANTAN TIMUR,220,4,166,50,19297,16358,585,2354
29/11/2020,KALIMANTAN TIMUR,203,1,98,104,19500,16456,586,2458
30/11/2020,KALIMANTAN TIMUR,117,5,483,-371,19617,16939,591,2087
01/12/2020,KALIMANTAN TIMUR,127,1,160,-34,19744,17099,592,2053
02/12/2020,KALIMANTAN TIMUR,304,1,142,161,20048,17241,593,2214
03/12/2020,KALIMANTAN TIMUR,313,3,185,125,20361,17426,596,2339
04/12/2020,KALIMANTAN TIMUR,231,6,132,93,20592,17558,602,2432
05/12/2020,KALIMANTAN TIMUR,238,0,170,68,20830,17728,602,2500
06/12/2020,KALIMANTAN TIMUR,185,2,160,23,21015,17888,604,2523
07/12/2020,KALIMANTAN TIMUR,90,7,182,-99,21105,18070,611,2424
08/12/2020,KALIMANTAN TIMUR,257,3,238,16,21362,18308,614,2440
09/12/2020,KALIMANTAN TIMUR,279,6,154,119,21641,18462,620,2559
10/12/2020,KALIMANTAN TIMUR,109,7,210,-108,21750,18672,627,2451
11/12/2020,KALIMANTAN TIMUR,214,4,138,72,21964,18810,631,2523
12/12/2020,KALIMANTAN TIMUR,162,4,156,2,22126,18966,635,2525
13/12/2020,KALIMANTAN TIMUR,227,4,230,-7,22353,19196,639,2518
14/12/2020,KALIMANTAN TIMUR,116,4,189,-77,22469,19385,643,2441
15/12/2020,KALIMANTAN TIMUR,392,2,173,217,22861,19558,645,2658
16/12/2020,KALIMANTAN TIMUR,280,8,177,95,23141,19735,653,2753
17/12/2020,KALIMANTAN TIMUR,236,5,184,47,23377,19919,658,2800
18/12/2020,KALIMANTAN TIMUR,282,4,165,113,23659,20084,662,2913
19/12/2020,KALIMANTAN TIMUR,268,6,243,19,23927,20327,668,2932
20/12/2020,KALIMANTAN TIMUR,155,10,167,-22,24082,20494,678,2910
21/12/2020,KALIMANTAN TIMUR,211,5,295,-89,24293,20789,683,2821
22/12/2020,KALIMANTAN TIMUR,182,7,91,84,24475,20880,690,2905
23/12/2020,KALIMANTAN TIMUR,418,6,187,225,24893,21067,696,3130
24/12/2020,KALIMANTAN TIMUR,372,6,212,154,25265,21279,702,3284
25/12/2020,KALIMANTAN TIMUR,218,8,179,31,25483,21458,710,3315
26/12/2020,KALIMANTAN TIMUR,287,8,193,86,25770,21651,718,3401
27/12/2020,KALIMANTAN TIMUR,200,3,267,-70,25970,21918,721,3331
28/12/2020,KALIMANTAN TIMUR,109,6,171,-68,26079,22089,727,3263
29/12/2020,KALIMANTAN TIMUR,314,4,238,72,26393,22327,731,3335
30/12/2020,KALIMANTAN TIMUR,319,7,238,74,26712,22565,738,3409
31/12/2020,KALIMANTAN TIMUR,364,5,241,118,27076,22806,743,3527
01/01/2021,KALIMANTAN TIMUR,299,12,205,82,27375,23011,755,3609
02/01/2021,KALIMANTAN TIMUR,213,4,235,-26,27588,23246,759,3583
03/01/2021,KALIMANTAN TIMUR,305,4,218,83,27893,23464,763,3666
04/01/2021,KALIMANTAN TIMUR,185,6,192,-13,28078,23656,769,3653
05/01/2021,KALIMANTAN TIMUR,281,8,275,-2,28359,23931,777,3651
06/01/2021,KALIMANTAN TIMUR,375,5,182,188,28734,24113,782,3839
07/01/2021,KALIMANTAN TIMUR,479,7,262,210,29213,24375,789,4049
08/01/2021,KALIMANTAN TIMUR,512,8,254,250,29725,24629,797,4299
09/01/2021,KALIMANTAN TIMUR,394,7,194,193,30119,24823,804,4492
10/01/2021,KALIMANTAN TIMUR,393,4,315,74,30512,25138,808,4566
11/01/2021,KALIMANTAN TIMUR,227,11,309,-93,30739,25447,819,4473
12/01/2021,KALIMANTAN TIMUR,338,8,337,-7,31077,25784,827,4466
13/01/2021,KALIMANTAN TIMUR,507,3,263,241,31584,26047,830,4707
14/01/2021,KALIMANTAN TIMUR,407,13,257,137,31991,26304,843,4844
15/01/2021,KALIMANTAN TIMUR,598,9,294,295,32589,26598,852,5139
16/01/2021,KALIMANTAN TIMUR,570,8,305,257,33159,26903,860,5396
17/01/2021,KALIMANTAN TIMUR,455,13,393,49,33614,27296,873,5445
18/01/2021,KALIMANTAN TIMUR,354,8,345,1,33968,27641,881,5446
19/01/2021,KALIMANTAN TIMUR,463,9,388,66,34431,28029,890,5512
20/01/2021,KALIMANTAN TIMUR,543,11,325,207,34974,28354,901,5719
21/01/2021,KALIMANTAN TIMUR,496,11,294,191,35470,28648,912,5910
22/01/2021,KALIMANTAN TIMUR,580,9,362,209,36050,29010,921,6119
23/01/2021,KALIMANTAN TIMUR,609,11,323,275,36659,29333,932,6394
24/01/2021,KALIMANTAN TIMUR,432,7,391,34,37091,29724,939,6428
25/01/2021,KALIMANTAN TIMUR,325,7,459,-141,37416,30183,946,6287
26/01/2021,KALIMANTAN TIMUR,557,10,329,218,37973,30512,956,6505
27/01/2021,KALIMANTAN TIMUR,756,6,339,411,38729,30851,962,6916
28/01/2021,KALIMANTAN TIMUR,459,6,394,59,39188,31245,968,6975
29/01/2021,KALIMANTAN TIMUR,667,8,454,205,39855,31699,976,7180
30/01/2021,KALIMANTAN TIMUR,701,11,374,316,40556,32073,987,7496
31/01/2021,KALIMANTAN TIMUR,658,9,543,106,41214,32616,996,7602
01/02/2021,KALIMANTAN TIMUR,366,14,394,-42,41580,33010,1010,7560
02/02/2021,KALIMANTAN TIMUR,443,8,518,-83,42023,33528,1018,7477
03/02/2021,KALIMANTAN TIMUR,903,13,498,392,42926,34026,1031,7869
04/02/2021,KALIMANTAN TIMUR,732,14,704,14,43658,34730,1045,7883
05/02/2021,KALIMANTAN TIMUR,798,11,548,239,44456,35278,1056,8122
06/02/2021,KALIMANTAN TIMUR,607,23,492,92,45063,35770,1079,8214
07/02/2021,KALIMANTAN TIMUR,501,11,416,74,45564,36186,1090,8288
08/02/2021,KALIMANTAN TIMUR,344,10,433,-99,45908,36619,1100,8189
09/02/2021,KALIMANTAN TIMUR,550,9,503,38,46458,37122,1109,8227
10/02/2021,KALIMANTAN TIMUR,498,13,380,105,46956,37502,1122,8332
11/02/2021,KALIMANTAN TIMUR,643,9,791,-157,47599,38293,1131,8175
12/02/2021,KALIMANTAN TIMUR,931,13,543,375,48530,38836,1144,8550
13/02/2021,KALIMANTAN TIMUR,315,10,485,-180,48845,39321,1154,8370
14/02/2021,KALIMANTAN TIMUR,330,16,500,-186,49175,39821,1170,8184
15/02/2021,KALIMANTAN TIMUR,362,7,483,-128,49537,40304,1177,8056
16/02/2021,KALIMANTAN TIMUR,322,2,208,112,49859,40512,1179,8168
17/02/2021,KALIMANTAN TIMUR,452,10,253,189,50311,40765,1189,8357
18/02/2021,KALIMANTAN TIMUR,517,11,491,15,50828,41256,1200,8372
19/02/2021,KALIMANTAN TIMUR,718,15,549,154,51546,41805,1215,8526
20/02/2021,KALIMANTAN TIMUR,553,17,806,-270,52099,42611,1232,8256
21/02/2021,KALIMANTAN TIMUR,406,12,602,-208,52505,43213,1244,8048
22/02/2021,KALIMANTAN TIMUR,404,14,504,-114,52909,43717,1258,7934
23/02/2021,KALIMANTAN TIMUR,431,7,535,-111,53340,44252,1265,7823
24/02/2021,KALIMANTAN TIMUR,423,15,537,-129,53763,44789,1280,7694
25/02/2021,KALIMANTAN TIMUR,395,10,728,-343,54158,45517,1290,7351
26/02/2021,KALIMANTAN TIMUR,485,7,426,52,54643,45943,1297,7403
27/02/2021,KALIMANTAN TIMUR,378,7,655,-284,55021,46598,1304,7119
28/02/2021,KALIMANTAN TIMUR,373,5,464,-96,55394,47062,1309,7023
01/03/2021,KALIMANTAN TIMUR,437,10,498,-71,55831,47560,1319,6952
02/03/2021,KALIMANTAN TIMUR,310,12,576,-278,56141,48136,1331,6674
03/03/2021,KALIMANTAN TIMUR,348,7,457,-116,56489,48593,1338,6558
04/03/2021,KALIMANTAN TIMUR,512,5,406,101,57001,48999,1343,6659
05/03/2021,KALIMANTAN TIMUR,294,7,508,-221,57295,49507,1350,6438
06/03/2021,KALIMANTAN TIMUR,396,4,468,-76,57691,49975,1354,6362
07/03/2021,KALIMANTAN TIMUR,350,9,398,-57,58041,50373,1363,6305
08/03/2021,KALIMANTAN TIMUR,142,7,390,-255,58183,50763,1370,6050
09/03/2021,KALIMANTAN TIMUR,260,6,433,-179,58443,51196,1376,5871
10/03/2021,KALIMANTAN TIMUR,296,8,443,-155,58739,51639,1384,5716
11/03/2021,KALIMANTAN TIMUR,438,9,458,-29,59177,52097,1393,5687
12/03/2021,KALIMANTAN TIMUR,207,9,356,-158,59384,52453,1402,5529
13/03/2021,KALIMANTAN TIMUR,264,2,240,22,59648,52693,1404,5551
14/03/2021,KALIMANTAN TIMUR,207,6,354,-153,59855,53047,1410,5398
15/03/2021,KALIMANTAN TIMUR,204,4,473,-273,60059,53520,1414,5125
16/03/2021,KALIMANTAN TIMUR,246,9,218,19,60305,53738,1423,5144
17/03/2021,KALIMANTAN TIMUR,241,2,337,-98,60546,54075,1425,5046
18/03/2021,KALIMANTAN TIMUR,328,11,384,-67,60874,54459,1436,4979
19/03/2021,KALIMANTAN TIMUR,270,4,279,-13,61144,54738,1440,4966
20/03/2021,KALIMANTAN TIMUR,223,7,339,-123,61367,55077,1447,4843
21/03/2021,KALIMANTAN TIMUR,218,8,374,-164,61585,55451,1455,4679
22/03/2021,KALIMANTAN TIMUR,71,6,409,-344,61656,55860,1461,4335
23/03/2021,KALIMANTAN TIMUR,235,2,333,-100,61891,56193,1463,4235
24/03/2021,KALIMANTAN TIMUR,275,6,379,-110,62166,56572,1469,4125
25/03/2021,KALIMANTAN TIMUR,320,9,428,-117,62486,57000,1478,4008
26/03/2021,KALIMANTAN TIMUR,247,6,629,-388,62733,57629,1484,3620
27/03/2021,KALIMANTAN TIMUR,196,3,299,-106,62929,57928,1487,3514
28/03/2021,KALIMANTAN TIMUR,164,4,366,-206,63093,58294,1491,3308
29/03/2021,KALIMANTAN TIMUR,124,3,300,-179,63217,58594,1494,3129
30/03/2021,KALIMANTAN TIMUR,246,9,279,-42,63463,58873,1503,3087
31/03/2021,KALIMANTAN TIMUR,200,3,161,36,63663,59034,1506,3123
01/04/2021,KALIMANTAN TIMUR,214,10,200,4,63877,59234,1516,3127
02/04/2021,KALIMANTAN TIMUR,238,5,215,18,64115,59449,1521,3145
03/04/2021,KALIMANTAN TIMUR,138,10,173,-45,64253,59622,1531,3100
04/04/2021,KALIMANTAN TIMUR,154,6,218,-70,64407,59840,1537,3030
05/04/2021,KALIMANTAN TIMUR,90,6,284,-200,64497,60124,1543,2830
06/04/2021,KALIMANTAN TIMUR,197,4,182,11,64694,60306,1547,2841
07/04/2021,KALIMANTAN TIMUR,163,7,433,-277,64857,60739,1554,2564
08/04/2021,KALIMANTAN TIMUR,153,1,197,-45,65010,60936,1555,2519
09/04/2021,KALIMANTAN TIMUR,205,1,238,-34,65215,61174,1556,2485
10/04/2021,KALIMANTAN TIMUR,187,5,247,-65,65402,61421,1561,2420
11/04/2021,KALIMANTAN TIMUR,202,7,251,-56,65604,61672,1568,2364
12/04/2021,KALIMANTAN TIMUR,97,7,162,-72,65701,61834,1575,2292
13/04/2021,KALIMANTAN TIMUR,158,1,214,-57,65859,62048,1576,2235
14/04/2021,KALIMANTAN TIMUR,196,3,185,8,66055,62233,1579,2243
15/04/2021,KALIMANTAN TIMUR,185,5,267,-87,66240,62500,1584,2156
16/04/2021,KALIMANTAN TIMUR,127,1,238,-112,66367,62738,1585,2044
17/04/2021,KALIMANTAN TIMUR,209,4,204,1,66576,62942,1589,2045
18/04/2021,KALIMANTAN TIMUR,186,3,198,-15,66762,63140,1592,2030
19/04/2021,KALIMANTAN TIMUR,116,7,170,-61,66878,63310,1599,1969
20/04/2021,KALIMANTAN TIMUR,149,4,174,-29,67027,63484,1603,1940
21/04/2021,KALIMANTAN TIMUR,187,2,145,40,67214,63629,1605,1980
22/04/2021,KALIMANTAN TIMUR,180,3,143,34,67394,63772,1608,2014
23/04/2021,KALIMANTAN TIMUR,188,3,181,4,67582,63953,1611,2018
24/04/2021,KALIMANTAN TIMUR,149,2,246,-99,67731,64199,1613,1919
25/04/2021,KALIMANTAN TIMUR,165,2,124,39,67896,64323,1615,1958
26/04/2021,KALIMANTAN TIMUR,82,4,186,-108,67978,64509,1619,1850
27/04/2021,KALIMANTAN TIMUR,158,5,208,-55,68136,64717,1624,1795
28/04/2021,KALIMANTAN TIMUR,186,5,147,34,68322,64864,1629,1829
29/04/2021,KALIMANTAN TIMUR,145,4,159,-18,68467,65023,1633,1811
30/04/2021,KALIMANTAN TIMUR,161,2,176,-17,68628,65199,1635,1794
01/05/2021,KALIMANTAN TIMUR,137,1,192,-56,68765,65391,1636,1738
02/05/2021,KALIMANTAN TIMUR,52,5,128,-81,68817,65519,1641,1657
03/05/2021,KALIMANTAN TIMUR,84,5,177,-98,68901,65696,1646,1559
04/05/2021,KALIMANTAN TIMUR,137,4,107,26,69038,65803,1650,1585
05/05/2021,KALIMANTAN TIMUR,137,5,102,30,69175,65905,1655,1615
06/05/2021,KALIMANTAN TIMUR,104,2,126,-24,69279,66031,1657,1591
07/05/2021,KALIMANTAN TIMUR,105,7,166,-68,69384,66197,1664,1523
08/05/2021,KALIMANTAN TIMUR,109,3,208,-102,69493,66405,1667,1421
09/05/2021,KALIMANTAN TIMUR,88,1,212,-125,69581,66617,1668,1296
10/05/2021,KALIMANTAN TIMUR,92,2,125,-35,69673,66742,1670,1261
11/05/2021,KALIMANTAN TIMUR,76,2,109,-35,69749,66851,1672,1226
12/05/2021,KALIMANTAN TIMUR,126,1,80,45,69875,66931,1673,1271
13/05/2021,KALIMANTAN TIMUR,83,2,84,-3,69958,67015,1675,1268
14/05/2021,KALIMANTAN TIMUR,13,0,98,-85,69971,67113,1675,1183
17/03/2020,SUMATERA UTARA,1,1,0,0,1,0,1,0
18/03/2020,SUMATERA UTARA,0,0,0,0,1,0,1,0
19/03/2020,SUMATERA UTARA,0,0,0,0,1,0,1,0
20/03/2020,SUMATERA UTARA,0,0,0,0,1,0,1,0
21/03/2020,SUMATERA UTARA,0,0,0,0,1,0,1,0
22/03/2020,SUMATERA UTARA,0,0,0,0,1,0,1,0
23/03/2020,SUMATERA UTARA,0,0,0,0,1,0,1,0
24/03/2020,SUMATERA UTARA,0,0,0,0,1,0,1,0
25/03/2020,SUMATERA UTARA,0,0,0,0,1,0,1,0
26/03/2020,SUMATERA UTARA,0,0,0,0,1,0,1,0
27/03/2020,SUMATERA UTARA,0,1,0,-1,1,0,2,-1
28/03/2020,SUMATERA UTARA,0,0,0,0,1,0,2,-1
29/03/2020,SUMATERA UTARA,0,0,0,0,1,0,2,-1
30/03/2020,SUMATERA UTARA,6,0,0,6,7,0,2,5
31/03/2020,SUMATERA UTARA,6,2,0,4,13,0,4,9
01/04/2020,SUMATERA UTARA,2,0,0,2,15,0,4,11
02/04/2020,SUMATERA UTARA,0,0,0,0,15,0,4,11
03/04/2020,SUMATERA UTARA,0,0,0,0,15,0,4,11
04/04/2020,SUMATERA UTARA,3,1,0,2,18,0,5,13
05/04/2020,SUMATERA UTARA,0,0,0,0,18,0,5,13
06/04/2020,SUMATERA UTARA,1,0,0,1,19,0,5,14
07/04/2020,SUMATERA UTARA,0,0,0,0,19,0,5,14
08/04/2020,SUMATERA UTARA,29,0,0,29,48,0,5,43
09/04/2020,SUMATERA UTARA,0,0,0,0,48,0,5,43
10/04/2020,SUMATERA UTARA,7,0,8,-1,55,8,5,42
11/04/2020,SUMATERA UTARA,0,3,0,-3,55,8,8,39
12/04/2020,SUMATERA UTARA,10,0,0,10,65,8,8,49
13/04/2020,SUMATERA UTARA,2,1,1,0,67,9,9,49
14/04/2020,SUMATERA UTARA,5,0,1,4,72,10,9,53
15/04/2020,SUMATERA UTARA,6,0,0,6,78,10,9,59
16/04/2020,SUMATERA UTARA,1,0,3,-2,79,13,9,57
17/04/2020,SUMATERA UTARA,0,0,0,0,79,13,9,57
18/04/2020,SUMATERA UTARA,0,0,0,0,79,13,9,57
19/04/2020,SUMATERA UTARA,2,0,0,2,81,13,9,59
20/04/2020,SUMATERA UTARA,2,1,1,0,83,14,10,59
21/04/2020,SUMATERA UTARA,1,0,0,1,84,14,10,60
22/04/2020,SUMATERA UTARA,9,0,7,2,93,21,10,62
23/04/2020,SUMATERA UTARA,2,1,0,1,95,21,11,63
24/04/2020,SUMATERA UTARA,1,0,0,1,96,21,11,64
25/04/2020,SUMATERA UTARA,9,1,0,8,105,21,12,72
26/04/2020,SUMATERA UTARA,6,0,7,-1,111,28,12,71
27/04/2020,SUMATERA UTARA,0,0,7,-7,111,35,12,64
28/04/2020,SUMATERA UTARA,0,1,0,-1,111,35,13,63
29/04/2020,SUMATERA UTARA,3,0,5,-2,114,40,13,61
30/04/2020,SUMATERA UTARA,3,1,1,1,117,41,14,62
01/05/2020,SUMATERA UTARA,0,0,0,0,117,41,14,62
02/05/2020,SUMATERA UTARA,0,0,0,0,117,41,14,62
03/05/2020,SUMATERA UTARA,6,0,0,6,123,41,14,68
04/05/2020,SUMATERA UTARA,6,0,0,6,129,41,14,74
05/05/2020,SUMATERA UTARA,1,0,2,-1,130,43,14,73
06/05/2020,SUMATERA UTARA,11,5,0,6,141,43,19,79
07/05/2020,SUMATERA UTARA,1,0,5,-4,142,48,19,75
08/05/2020,SUMATERA UTARA,15,0,0,15,157,48,19,90
09/05/2020,SUMATERA UTARA,22,5,0,17,179,48,24,107
10/05/2020,SUMATERA UTARA,0,0,0,0,179,48,24,107
11/05/2020,SUMATERA UTARA,17,3,0,14,196,48,27,121
12/05/2020,SUMATERA UTARA,2,0,5,-3,198,53,27,118
13/05/2020,SUMATERA UTARA,2,0,0,2,200,53,27,120
14/05/2020,SUMATERA UTARA,2,0,0,2,202,53,27,122
15/05/2020,SUMATERA UTARA,0,0,0,0,202,53,27,122
16/05/2020,SUMATERA UTARA,0,0,0,0,202,53,27,122
17/05/2020,SUMATERA UTARA,16,2,5,9,218,58,29,131
18/05/2020,SUMATERA UTARA,7,1,0,6,225,58,30,137
19/05/2020,SUMATERA UTARA,10,1,0,9,235,58,31,146
20/05/2020,SUMATERA UTARA,15,2,16,-3,250,74,33,143
21/05/2020,SUMATERA UTARA,23,1,0,22,273,74,34,165
22/05/2020,SUMATERA UTARA,12,1,28,-17,285,102,35,148
23/05/2020,SUMATERA UTARA,9,0,0,9,294,102,35,157
24/05/2020,SUMATERA UTARA,17,1,7,9,311,109,36,166
25/05/2020,SUMATERA UTARA,4,0,5,-1,315,114,36,165
26/05/2020,SUMATERA UTARA,0,0,0,0,315,114,36,165
27/05/2020,SUMATERA UTARA,17,1,2,14,332,116,37,179
28/05/2020,SUMATERA UTARA,30,1,2,27,362,118,38,206
29/05/2020,SUMATERA UTARA,38,0,0,38,400,118,38,244
30/05/2020,SUMATERA UTARA,6,4,5,-3,406,123,42,241
31/05/2020,SUMATERA UTARA,3,0,23,-20,409,146,42,221
01/06/2020,SUMATERA UTARA,8,0,3,5,417,149,42,226
02/06/2020,SUMATERA UTARA,1,0,2,-1,418,151,42,225
03/06/2020,SUMATERA UTARA,26,2,9,15,444,160,44,240
04/06/2020,SUMATERA UTARA,44,1,7,36,488,167,45,276
05/06/2020,SUMATERA UTARA,48,1,5,42,536,172,46,318
06/06/2020,SUMATERA UTARA,67,0,7,60,603,179,46,378
07/06/2020,SUMATERA UTARA,0,0,0,0,603,179,46,378
08/06/2020,SUMATERA UTARA,2,2,10,-10,605,189,48,368
09/06/2020,SUMATERA UTARA,12,4,0,8,617,189,52,376
10/06/2020,SUMATERA UTARA,18,1,4,13,635,193,53,389
11/06/2020,SUMATERA UTARA,45,3,12,30,680,205,56,419
12/06/2020,SUMATERA UTARA,83,1,0,82,763,205,57,501
13/06/2020,SUMATERA UTARA,98,2,0,96,861,205,59,597
14/06/2020,SUMATERA UTARA,8,0,7,1,869,212,59,598
15/06/2020,SUMATERA UTARA,63,5,4,54,932,216,64,652
16/06/2020,SUMATERA UTARA,25,2,6,17,957,222,66,669
17/06/2020,SUMATERA UTARA,13,0,5,8,970,227,66,677
18/06/2020,SUMATERA UTARA,23,0,7,16,993,234,66,693
19/06/2020,SUMATERA UTARA,31,0,16,15,1024,250,66,708
20/06/2020,SUMATERA UTARA,58,2,5,51,1082,255,68,759
21/06/2020,SUMATERA UTARA,13,2,4,7,1095,259,70,766
22/06/2020,SUMATERA UTARA,20,3,4,13,1115,263,73,779
23/06/2020,SUMATERA UTARA,116,3,3,110,1231,266,76,889
24/06/2020,SUMATERA UTARA,54,3,8,43,1285,274,79,932
25/06/2020,SUMATERA UTARA,69,3,18,48,1354,292,82,980
26/06/2020,SUMATERA UTARA,14,4,64,-54,1368,356,86,926
27/06/2020,SUMATERA UTARA,75,5,18,52,1443,374,91,978
28/06/2020,SUMATERA UTARA,22,0,10,12,1465,384,91,990
29/06/2020,SUMATERA UTARA,12,0,18,-6,1477,402,91,984
30/06/2020,SUMATERA UTARA,72,1,5,66,1549,407,92,1050
01/07/2020,SUMATERA UTARA,50,5,13,32,1599,420,97,1082
02/07/2020,SUMATERA UTARA,89,2,6,81,1688,426,99,1163
03/07/2020,SUMATERA UTARA,33,1,13,19,1721,439,100,1182
04/07/2020,SUMATERA UTARA,44,3,21,20,1765,460,103,1202
05/07/2020,SUMATERA UTARA,12,0,19,-7,1777,479,103,1195
06/07/2020,SUMATERA UTARA,19,4,7,8,1796,486,107,1203
07/07/2020,SUMATERA UTARA,24,1,9,14,1820,495,108,1217
08/07/2020,SUMATERA UTARA,155,1,10,144,1975,505,109,1361
09/07/2020,SUMATERA UTARA,109,5,12,92,2084,517,114,1453
10/07/2020,SUMATERA UTARA,108,1,12,95,2192,529,115,1548
11/07/2020,SUMATERA UTARA,88,4,16,68,2280,545,119,1616
12/07/2020,SUMATERA UTARA,39,4,22,13,2319,567,123,1629
13/07/2020,SUMATERA UTARA,46,2,13,31,2365,580,125,1660
14/07/2020,SUMATERA UTARA,130,5,20,105,2495,600,130,1765
15/07/2020,SUMATERA UTARA,96,0,8,88,2591,608,130,1853
16/07/2020,SUMATERA UTARA,98,5,29,64,2689,637,135,1917
17/07/2020,SUMATERA UTARA,83,7,21,55,2772,658,142,1972
18/07/2020,SUMATERA UTARA,149,3,39,107,2921,697,145,2079
19/07/2020,SUMATERA UTARA,14,1,25,-12,2935,722,146,2067
